dataset,vocab_size,embedding,net,hidden_size,num_layers,dropout,bidirectional,attention,type,epoch,time,speed,loss_mean,loss_std,precision,recall,f1-score,accuracy
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,2,109.46164298057556,3.572027509850045,0.2677761595267469,0.07108702654196643,0.8890054996041511,0.889,0.8889996076802135,0.889
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,2,35.94759654998779,10.876944149973575,0.2669970991132814,0.10057515503584827,0.8899171004434163,0.88832,0.888205522454994,0.88832
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,3,109.83487391471863,3.5598893690504188,0.23816275097372586,0.07127621878899092,0.9032817447581404,0.90328,0.903279895387535,0.90328
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,3,35.14062285423279,11.126723667417949,0.2512402332499814,0.08815269630487906,0.895360819820196,0.89536,0.895359945754596,0.89536
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,4,109.38240313529968,3.57461519213795,0.2043340558857869,0.07110012455981589,0.9186819534025219,0.91868,0.9186799051482414,0.91868
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,4,35.24673128128052,11.09322725218663,0.25660812826184054,0.10316258563027861,0.8986800229639694,0.89868,0.8986799985409919,0.89868
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,5,109.75108218193054,3.562607240189695,0.1395481609932297,0.05490441390782409,0.9488833210183621,0.94888,0.948879905448273,0.94888
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,5,35.1533887386322,11.12268301946965,0.2653409550371377,0.10966043148324661,0.90096083143238,0.90096,0.9009599486576376,0.90096
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,6,110.28919816017151,3.5452247955611753,0.12306757655251971,0.05372188958662709,0.9551226215062998,0.95512,0.955119935372707,0.95512
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,6,35.329838037490845,11.067132534971824,0.278348685187452,0.11872624066032941,0.9013209272118702,0.90132,0.9013199430023989,0.90132
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,7,109.16409254074097,3.581763846514599,0.11189999407552698,0.05403910424397051,0.9608857105583081,0.96088,0.9608798788215127,0.96088
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,7,35.813353300094604,10.917715432108592,0.29308538882495344,0.12760191568822038,0.8991932095134044,0.899,0.8989877775210802,0.899
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,8,111.08587288856506,3.5197995013481926,0.10003113413653562,0.05191791480301019,0.9660496908508516,0.96604,0.9660398234614183,0.96604
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,8,35.59401345252991,10.984993319774368,0.3172674757688094,0.14433442888535858,0.8974992990183491,0.89736,0.8973510069627797,0.89736
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,train,9,111.09735035896301,3.519435870762468,0.08816346803398999,0.04817833853945567,0.9699632754560447,0.96996,0.9699599476582129,0.96996
IMDB,50000,glove.6B.100d,GRU,256,2,0.5,1,1,test,9,36.610215187072754,10.680079262087048,0.3351638818640843,0.1470544558720522,0.89648146158926,0.89648,0.8964799045958801,0.89648
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,0,3.384690999984741,10.340678070806991,1.5122649856467745,0.11102042437724767,0.29225705837593907,0.30793539325842695,0.2595761227746868,0.30793539325842695
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,0,0.6720061302185059,52.082858215325494,1.3866069316864014,0.14742654086218934,0.31991605069777773,0.3904977375565611,0.33478813989099154,0.3904977375565611
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,1,3.259225606918335,10.738747242813062,1.3661514600711082,0.08147270282178369,0.3715482895146384,0.39243913857677903,0.33286472197358163,0.39243913857677903
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,1,0.6420865058898926,54.50978906882982,1.3482331173760551,0.13860950444074088,0.5246626171739613,0.4045248868778281,0.34752541084995575,0.40452488687782806
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,2,3.2809457778930664,10.667655721660857,1.3274078217904959,0.08237662316549932,0.431020331407333,0.41245318352059923,0.35677243289468946,0.41245318352059923
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,2,0.6426644325256348,54.460770238134984,1.344009586742946,0.1285720563864179,0.46504788303225225,0.39592760180995473,0.29464454873089524,0.39592760180995473
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,3,3.211836099624634,10.897193665670063,1.283741951878391,0.07754752433274252,0.4332241665305125,0.4280196629213483,0.38794416937116183,0.4280196629213483
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,3,0.6473464965820312,54.06687173685017,1.284701258795602,0.09650953167395916,0.45762713813325584,0.43710407239819005,0.399574262019406,0.43710407239819005
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,4,3.251190423965454,10.765287613424608,1.2465500973943453,0.0807832825231597,0.4568224933255789,0.449438202247191,0.41804561298296283,0.449438202247191
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,4,0.6313431262969971,55.43736605684571,1.3045141577720643,0.2026622531780695,0.4394185528781183,0.41402714932126694,0.4055971329423266,0.41402714932126694
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,5,3.341496229171753,10.474349692345859,1.1701571665593047,0.08162778965285611,0.49886892861055115,0.49087078651685395,0.47659350825863606,0.49087078651685395
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,5,0.6831991672515869,51.22957064014001,1.25996048109872,0.11611155173938274,0.4645735191295411,0.4484162895927602,0.42967133318281986,0.4484162895927602
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,6,3.3198649883270264,10.542597401720691,1.1499336206201296,0.08856534567633931,0.508731039033393,0.499063670411985,0.4834820883596397,0.499063670411985
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,6,0.66575026512146,52.57226595863927,1.2606926611491611,0.11932822958721817,0.4606426239268773,0.4411764705882352,0.4199956963014441,0.4411764705882353
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,7,3.2765700817108154,10.681901844664722,1.1367904819659334,0.07931207894239292,0.5162845599941837,0.5080758426966292,0.4925743045878606,0.5080758426966292
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,7,0.6463418006896973,54.150915139098636,1.2677173342023578,0.12109326475678421,0.46095208849349384,0.4447963800904977,0.4232343300703987,0.4447963800904977
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,8,3.2872347831726074,10.647246792095716,1.1252443243318528,0.0926275425113882,0.5214696859375965,0.5132256554307116,0.4970278972827621,0.5132256554307116
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,8,0.6443252563476562,54.32039122352077,1.2805550268718175,0.11715496345237385,0.4722318138191314,0.4497737556561086,0.4315884617975216,0.4497737556561086
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,train,9,3.2670116424560547,10.713154353404112,1.1107470259737613,0.08966626812385786,0.5298029224146426,0.5201310861423221,0.5036360121755538,0.5201310861423221
SST,25000,glove.6B.100d,LSTM,256,2,0.5,1,1,test,9,2.2884633541107178,15.294105512823812,1.2787515980856758,0.11992333447105864,0.4590298468564101,0.4438914027149321,0.43151575631603417,0.4438914027149321
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,0,3.097872495651245,11.298076356961936,1.441312172519627,0.11478303446845199,0.36271629890688195,0.3672752808988764,0.3200840272319757,0.3672752808988764
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,0,0.600487232208252,58.28600197091589,1.3498686109270368,0.17561316901571494,0.4276310914261079,0.3900452488687783,0.3450968680575123,0.3900452488687783
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,1,2.980578660964966,11.742686230152607,1.3278267125585186,0.08637071822811031,0.4124771511330306,0.41210205992509363,0.3808124144947646,0.41210205992509363
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,1,0.6012008190155029,58.21682022541867,1.4552289758409773,0.2671115659647259,0.42118798169050414,0.3601809954751131,0.3260915015243819,0.3601809954751131
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,2,3.099756956100464,11.291207825542061,1.2863762565513155,0.09023925308133858,0.4276927418924746,0.43082865168539325,0.4067948757192697,0.43082865168539325
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,2,0.6022179126739502,58.11849708122104,1.310545223099845,0.10386455396268295,0.46062646668482354,0.4239819004524887,0.38297469769223913,0.4239819004524887
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,3,3.2389509677886963,10.805967842080449,1.2518599291345966,0.0891407962000634,0.4588697229196128,0.45657771535580527,0.43650599799226303,0.45657771535580527
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,3,0.5830233097076416,60.03190510093127,1.2986987488610404,0.10864949589287531,0.47304209256235674,0.4298642533936652,0.3772960155345402,0.4298642533936652
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,4,3.024348258972168,11.572741299275776,1.208842990558539,0.0806791370467921,0.47875909887190243,0.47694288389513106,0.46128766095664653,0.47694288389513106
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,4,0.6066923141479492,57.689868791488976,1.306157330104283,0.13753966298522996,0.45448792631420204,0.4452488687782805,0.39340069713425374,0.4452488687782805
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,5,3.0724403858184814,11.391596127153559,1.0976977557388705,0.09238461103091847,0.538315777807098,0.5284410112359551,0.5125593282901202,0.5284410112359551
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,5,0.5852069854736328,59.807898519312815,1.3084102187837874,0.13966134143634798,0.4476276820445076,0.4416289592760181,0.4259093032137589,0.4416289592760181
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,6,3.110034704208374,11.253893711423672,1.0385057552536923,0.08735116706411891,0.5669874794212164,0.5619147940074907,0.5526101449143024,0.5619147940074907
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,6,0.5834038257598877,59.99275022650434,1.3594890696661812,0.18697337539593523,0.429269366465914,0.4230769230769231,0.41140987541650426,0.4230769230769231
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,7,3.103733777999878,11.276740372544083,1.0049732122848283,0.08877736615210167,0.5821505962507695,0.577130149812734,0.5694905220921904,0.577130149812734
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,7,0.6153991222381592,56.873659281000755,1.3439748287200928,0.1357918369800166,0.444777507170942,0.4434389140271493,0.4322490115790867,0.4434389140271493
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,8,3.0681161880493164,11.407651423479082,0.9794525570833861,0.08943901463686879,0.5960870255595441,0.5921114232209738,0.5856786114477187,0.5921114232209738
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,8,0.6236708164215088,56.119348666693426,1.3798280545643398,0.15224128991109662,0.44471321692838306,0.43665158371040724,0.4294422074701734,0.43665158371040724
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,train,9,2.974785804748535,11.765552983388202,0.9431976862807772,0.08828136598721734,0.6145917885219864,0.6088483146067416,0.6032368492898621,0.6088483146067416
SST,25000,glove.6B.300d,RNN,256,2,0.5,1,1,test,9,0.6152865886688232,56.88406125627204,1.4109212160110474,0.17032359650431353,0.44335372023539915,0.4321266968325792,0.426194037484381,0.4321266968325792
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,0,4.179275035858154,8.374658212178,1.4782801590748686,0.11509885720039598,0.3111198720081176,0.33321629213483145,0.2883194731315581,0.33321629213483145
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,0,0.7101178169250488,49.28759589719485,1.3692537954875401,0.10283281736746071,0.4016775173085997,0.3995475113122172,0.32975516137466443,0.3995475113122172
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,1,3.995269536972046,8.760360139938385,1.3480778469968198,0.0825162064146857,0.3914189855908435,0.40648408239700373,0.35665974361012837,0.40648408239700373
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,1,0.6946024894714355,50.38853233398802,1.3062648602894373,0.11393048260017788,0.444365043722002,0.4153846153846154,0.37197689354595775,0.4153846153846154
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,2,4.021538257598877,8.703137396210499,1.2808184312350714,0.09497869769628019,0.4423660745992437,0.43820224719101125,0.4018681920525036,0.43820224719101125
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,2,0.7005517482757568,49.96062044830273,1.2933645009994508,0.07994721534104574,0.4613865268528768,0.4239819004524887,0.39117594529819677,0.4239819004524887
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,3,3.9949002265930176,8.761169995439198,1.2312305649714683,0.08225114051114912,0.46090950792258667,0.45727996254681647,0.4373512888831073,0.45727996254681647
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,3,0.7046182155609131,49.67228951374492,1.2954421349934169,0.10414596573171293,0.47432195485633766,0.41809954751131223,0.3777425201108482,0.41809954751131223
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,4,3.848661422729492,9.09407093939113,1.1903847776242156,0.09623639569339855,0.49522075646187375,0.49028558052434457,0.4731559606608892,0.49028558052434457
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,4,0.7029819488525391,49.78790715341934,1.2642081907817295,0.08975075059608006,0.45617334687062927,0.43665158371040724,0.41507699505203116,0.43665158371040724
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,5,4.024279356002808,8.69720933955351,1.083694000297518,0.08479637584080556,0.5466960755505011,0.5381554307116105,0.5248937452001721,0.5381554307116105
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,5,0.746495246887207,46.88576403660395,1.2729981115886144,0.12176065665440552,0.4574310505652702,0.4425339366515837,0.4351148446544378,0.4425339366515837
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,6,3.813016653060913,9.179083960177206,1.055919604514962,0.09209871334319855,0.560922666331085,0.5548923220973783,0.5443772413728772,0.5548923220973783
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,6,0.7859077453613281,44.53448920255702,1.2891997848238264,0.12922422250484128,0.4506050679947332,0.43936651583710407,0.4311467036626182,0.43936651583710407
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,7,3.989772081375122,8.772430927416996,1.0388269162000114,0.08974489431005833,0.5592090410930335,0.5554775280898876,0.5467741478470288,0.5554775280898876
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,7,0.735872745513916,47.56257140024507,1.2917904717581612,0.10889565121462966,0.4436375653342971,0.43619909502262444,0.4278262779544003,0.43619909502262444
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,8,3.9762744903564453,8.80220922496286,1.0216714272748177,0.09359227809095379,0.572008015460387,0.5675327715355806,0.560297403010903,0.5675327715355806
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,8,0.7010014057159424,49.92857320200952,1.3063182967049736,0.11444191157998429,0.4533845242949426,0.43891402714932126,0.43179045915222947,0.43891402714932126
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,train,9,3.9888103008270264,8.774546132901637,1.0027640764393024,0.08676617966040104,0.5838613054163491,0.579119850187266,0.5722059255838181,0.579119850187266
SST,25000,glove.6B.100d,GRU,256,2,0.5,1,1,test,9,0.8675191402435303,40.344931167944935,1.3302004882267544,0.14057406308380616,0.4453623512118465,0.4334841628959276,0.4288067918264218,0.4334841628959276
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,0,3.813518762588501,9.17787538987826,1.4745799374224535,0.1403646435717721,0.3215060655055089,0.33579119850187267,0.29160034018588993,0.33579119850187267
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,0,0.7489094734191895,46.734620461142626,1.4501271060534886,0.31674096051993916,0.3771151373592466,0.3597285067873303,0.30661721735146785,0.3597285067873303
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,1,3.8227202892303467,9.155783670232063,1.300951518229584,0.07933291052368378,0.41290837594196006,0.4229868913857678,0.37236206230057745,0.4229868913857678
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,1,0.7502446174621582,46.651450987271325,1.2949155296598163,0.10819199072339195,0.42358939689545094,0.42081447963800905,0.36449384966753007,0.42081447963800905
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,2,3.820406436920166,9.161328926095981,1.2367933917401441,0.08806543064639565,0.44153325410115785,0.4487359550561798,0.4099662917477689,0.4487359550561798
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,2,0.7615628242492676,45.95812569304739,1.2549245561872209,0.11595286107744406,0.4034506025994424,0.4438914027149321,0.3877235767768366,0.4438914027149321
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,3,3.9194133281707764,8.929907889131663,1.1773634428408608,0.0792770904420068,0.4789745022551068,0.4812734082397004,0.4558695851759875,0.4812734082397004
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,3,0.7569589614868164,46.23764534242796,1.2366944721766882,0.1100649967975893,0.4520183712983146,0.45203619909502263,0.43226306049747354,0.45203619909502263
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,4,3.8145031929016113,9.175506803908648,1.1118518176363474,0.08591801384344235,0.52220741699556,0.5182584269662921,0.5033703574142189,0.5182584269662921
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,4,0.7689270973205566,45.51796928728721,1.2701220376150948,0.14867127418184675,0.45455427641441076,0.4312217194570136,0.4242710900979067,0.4312217194570136
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,5,3.8298442363739014,9.138752868220568,0.9883958572772011,0.0872379174702125,0.584156980421419,0.579939138576779,0.5747377372893235,0.579939138576779
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,5,0.7417697906494141,47.184450541397425,1.293770912715367,0.15441890017858073,0.45760357932216833,0.4438914027149321,0.4414914619358636,0.4438914027149321
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,6,3.7429473400115967,9.350919695250525,0.9356460064204771,0.09074935582289388,0.6052812844054655,0.6021769662921348,0.598328560269998,0.6021769662921348
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,6,0.7758822441101074,45.10993809394749,1.3560201406478882,0.2146867099579059,0.45471508767706975,0.4434389140271493,0.440623658578291,0.4434389140271493
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,7,3.8146350383758545,9.175189670281496,0.9004261569300694,0.09946692854919498,0.6225984673644017,0.6209035580524345,0.6175754014111202,0.6209035580524345
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,7,0.7612259387969971,45.97846475819286,1.3681925807680402,0.1774381028079552,0.4580048499296556,0.45339366515837104,0.44744531113270214,0.45339366515837104
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,8,3.9232375621795654,8.921203328955603,0.8678273362899894,0.09506573446109068,0.6388632292248363,0.636938202247191,0.6331016236503583,0.636938202247191
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,8,0.757840633392334,46.18385245896482,1.4119583981377737,0.19248253805638468,0.46020483903371995,0.4434389140271493,0.44080956409098787,0.4434389140271493
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,9,3.797938585281372,9.21552553157123,0.828217531762906,0.09010134959171522,0.6628809061552495,0.660814606741573,0.6580621951973437,0.660814606741573
SST,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,9,0.7577133178710938,46.191612545939684,1.5205784354891096,0.2536365917013613,0.4468161978046225,0.4280542986425339,0.4283438981380158,0.4280542986425339
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,0,118.649178981781,3.2954294615054978,0.4818109125661118,0.15315070477741125,0.7629611376750661,0.76296,0.7629597436172585,0.76296
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,0,43.464823722839355,8.995780185220035,0.3128078439275322,0.09258231653914899,0.8700501539040392,0.8698,0.8697779924807293,0.8698
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,1,119.202467918396,3.2801334303554186,0.29684551649005214,0.07316871464050292,0.8770089782426114,0.877,0.8769992677028402,0.877
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,1,43.50983023643494,8.986474961526703,0.26091730407894115,0.08679554173330524,0.8926405305543507,0.8926,0.8925972283211129,0.8926
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,2,117.97226428985596,3.314338351930919,0.2625383528144768,0.07758775680116085,0.8928048670094242,0.8928,0.8927996679362515,0.8928
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,2,43.45137405395508,8.998564683236063,0.27337846992646947,0.162045709354433,0.8929527302391501,0.88632,0.8858382601073422,0.88632
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,3,117.15548753738403,3.337445033253204,0.2306942683656502,0.06878941223524061,0.9080900396679199,0.90808,0.9080794346517549,0.90808
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,3,43.53552532196045,8.981171057622898,0.256232060415818,0.14716347751649464,0.8999122507735892,0.89696,0.8967694817195134,0.89696
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,4,116.38156795501709,3.3596385310011145,0.1997085182220125,0.0671218365184241,0.9217600107970563,0.92176,0.9217599994992641,0.92176
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,4,43.22197079658508,9.046325116458883,0.23655246023822318,0.10702985792718304,0.9077337819192556,0.90724,0.9072119074771076,0.90724
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,5,117.0818223953247,3.3395448755469093,0.14433648330076118,0.06137854264103089,0.9457629213518812,0.94576,0.9457599111330384,0.94576
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,5,43.09841823577881,9.072258704738388,0.24264380208614383,0.11052937149514853,0.9087632047035248,0.90876,0.9087598211692495,0.90876
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,6,117.09520983695984,3.339163066912965,0.12745418532958727,0.058560890421386076,0.9540001046016242,0.954,0.9539999973503998,0.954
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,6,43.300283908843994,9.0299638871453,0.254194211896004,0.12162531961113934,0.9070823605541795,0.90684,0.9068261320014871,0.90684
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,7,117.37305188179016,3.331258698067999,0.11620553800612307,0.054642200735691086,0.9583222996779709,0.95832,0.9583199477165424,0.95832
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,7,43.35295915603638,9.018992189038565,0.2794745176115914,0.16415597929729342,0.9066498699644948,0.90536,0.9052848922834784,0.90536
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,8,116.76166367530823,3.3487018572062826,0.10575981299533412,0.05674720413174051,0.9637604274016099,0.96376,0.963759991650302,0.96376
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,8,43.24267911911011,9.041992956148883,0.27788131766478574,0.13515814711316815,0.9072050454333949,0.9072,0.9071997125418295,0.9072
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,train,9,114.50994062423706,3.4145507182041217,0.09481008349896392,0.052004955131570864,0.9680406739785705,0.96804,0.9680399884943958,0.96804
IMDB,25000,glove.6B.300d,LSTM,256,2,0.5,1,1,test,9,44.431116580963135,8.80013895863979,0.29383252490588163,0.1444545057814829,0.9066884565170895,0.90668,0.9066795148827901,0.90668
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,0,126.9045102596283,3.081056766225806,0.6611674299935246,0.07314881799785923,0.589391836159976,0.58732,0.5849148912824388,0.58732
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,0,46.8766667842865,8.341036742208534,0.5226402667629749,0.2185408336254967,0.7662754001036916,0.74208,0.7360847647012967,0.74208
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,1,116.53394794464111,3.3552454619124603,0.4357680812135072,0.08686483717763589,0.7980652282409184,0.79804,0.7980357264359714,0.79804
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,1,41.539872884750366,9.412643150950501,0.3940818582463752,0.16178152606749124,0.8382803856374427,0.8252,0.8234937453841392,0.8252
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,2,117.31595849990845,3.332879899713773,0.3431781611174269,0.07375180772638584,0.8492645999804125,0.8492,0.8491930266855541,0.8492
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,2,41.46011137962341,9.430751317088031,0.33013922471524504,0.12085323090184298,0.8610291559964276,0.86032,0.8602513742572506,0.86032
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,3,115.9999840259552,3.370690119340991,0.30841829256176034,0.07204158374472013,0.870580074174386,0.87056,0.8705582470480049,0.87056
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,3,43.84812951087952,8.917142061966082,0.3582516948375708,0.24217293342986262,0.8600704252445179,0.8446,0.8429126859508038,0.8446
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,4,120.63218116760254,3.241257815414586,0.28336391893341717,0.0720929888014414,0.8828839207313484,0.88288,0.8828797001720324,0.88288
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,4,41.57100796699524,9.405593444124072,0.2821884834019424,0.09422335597930617,0.881984728120812,0.88152,0.8814839529176223,0.88152
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,5,116.58187913894653,3.353865994336838,0.2425202621752039,0.06981874012363282,0.9024059337169362,0.9024,0.9023996402060337,0.9024
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,5,41.68227291107178,9.38048654002602,0.28066913718762604,0.10350805695169599,0.8832404616485513,0.8826,0.8825509305304495,0.8826
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,6,117.32899379730225,3.33250961544503,0.23412432353895948,0.07252027007299566,0.9068000104140802,0.9068,0.9067999994035199,0.9068
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,6,41.61064910888672,9.396633034414615,0.2792697894908583,0.10147629320517385,0.8842676098157789,0.88388,0.8838507101225148,0.88388
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,7,119.69097852706909,3.2667457882932434,0.22790513099992976,0.06408403453555506,0.9090835842267316,0.90908,0.9090798008483958,0.90908
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,7,44.08495283126831,8.869239386430145,0.2829440556409414,0.117139243811871,0.8852678204812351,0.88432,0.8842488083871105,0.88432
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,train,8,116.20326352119446,3.3647936224156476,0.22364769706412044,0.07529936393110478,0.9110104403228009,0.911,0.9109994348108108,0.911
IMDB,25000,fasttext.simple.300d,LSTM,256,2,0.5,1,1,test,8,41.780166149139404,9.358507541695209,0.28012451678133377,0.10211784056665238,0.8859531206983392,0.88584,0.8858316344728516,0.88584
