dataset,vocab_size,embedding,net,hidden_size,num_layers,dropout,bidirectional,attention,type,epoch,time,speed,loss_mean,loss_std,precision,recall,f1-score,accuracy
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,test,5,10.536298990249634,37.10980490984872,0.348910513741281,0.1062696710345705,0.8495468626972346,0.8484,0.8482755480790016,0.8484
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,train,6,17.612996101379395,22.199516638136206,0.3348843718657408,0.0712057406646992,0.8565201848200639,0.85652,0.8565199814049895,0.85652
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,test,6,10.405188798904419,37.57740561528005,0.34277200405402564,0.09519056103606663,0.851634603095406,0.8516,0.8515963490327404,0.8516
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,train,7,17.165273427963257,22.778547725493123,0.32984406262864846,0.06476231130390107,0.8608428290077794,0.86084,0.8608397272458655,0.86084
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,test,7,10.262450456619263,38.10006212968421,0.3395394162486886,0.09295409670280508,0.8540593668307044,0.85392,0.8539056233783363,0.85392
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,train,8,16.887071132659912,23.153807840827927,0.32920582051319847,0.06172720843086547,0.8586001124569953,0.8586,0.8585999889142392,0.8586
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,test,8,10.194552421569824,38.35381719875361,0.35896088085744693,0.15690767036828146,0.848082138218933,0.841,0.8401871049331758,0.841
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,train,9,17.306493759155273,22.59267564194844,0.32579595978607606,0.06444001440991598,0.8635801254688331,0.86356,0.8635581118625751,0.86356
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,0,1,test,9,10.503758192062378,37.22477163416387,0.3373425792130973,0.10359264094249789,0.8542978836478049,0.85328,0.8531745440845433,0.85328
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,0,17.87169337272644,21.878173032931265,0.6646202001577753,0.056289319506367765,0.5895446044866357,0.58896,0.5882880201750088,0.58896
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,0,11.111180067062378,35.18978161096207,0.6675531710200298,0.021490208723001777,0.5901616409713984,0.58812,0.585775048691284,0.58812
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,1,18.123414754867554,21.57430072028705,0.6483882382092878,0.04303234629551231,0.6143652882509287,0.61436,0.6143555419500649,0.61436
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,1,11.322558641433716,34.532830642110916,0.6125220808074298,0.08774022964027925,0.667350006113084,0.66704,0.6668857313177848,0.66704
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,2,17.74029231071472,22.040223078164566,0.6515580402005969,0.06929804495279682,0.6034153369941432,0.60312,0.6028364417414075,0.60312
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,2,11.571621179580688,33.78956102451397,0.6850351804052778,0.0575442627709975,0.5750880382715018,0.5404,0.4803895525945842,0.5404
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,3,17.078559637069702,22.894202339600042,0.6739017182908704,0.019112713396281705,0.5720110103341596,0.57176,0.5713864931602892,0.57176
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,3,11.09429669380188,35.24333365074349,0.6655635210254308,0.024206282225204406,0.5871883556708459,0.58712,0.5870390596556925,0.58712
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,4,17.163880109786987,22.780396827466102,0.6497573178747426,0.03745024420094612,0.6153983927683179,0.61536,0.6153280051376305,0.61536
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,4,11.615151405334473,33.66292752933259,0.6380451388676148,0.24481615486077854,0.6705108495579932,0.63824,0.6202732475418915,0.63824
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,5,18.16774845123291,21.521654213209107,0.5745743148009795,0.053726404721795164,0.7115453475717285,0.71136,0.7112967624428455,0.71136
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,5,11.384545803070068,34.344804506347465,0.5590510951436084,0.07877902179260791,0.731461308554376,0.73116,0.7310724797975412,0.73116
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,6,17.6152126789093,22.196723203242637,0.571454367750441,0.06584630043052228,0.7185823572972175,0.71408,0.7126000345677667,0.71408
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,6,11.236843585968018,34.796248342217766,0.6575814136458785,0.28453403330819815,0.7088956901879522,0.61768,0.5708300195914884,0.61768
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,7,17.43015217781067,22.43239164014642,0.5672040475756311,0.06403028485679883,0.7179283941215856,0.71748,0.7173346018941253,0.71748
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,7,11.471143007278442,34.085530949436375,0.5981703290091757,0.20133691580313393,0.7228416333831619,0.68784,0.675081291796312,0.68784
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,8,17.39639973640442,22.475914897596734,0.5603313102289234,0.05972919428091574,0.7267801049214251,0.72628,0.7261290120760994,0.72628
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,8,10.848645210266113,36.04136667959196,0.5535278840900382,0.11571359296989855,0.7381891609858866,0.73812,0.7381009886460062,0.73812
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,train,9,17.412105798721313,22.455641179754014,0.5520442269189888,0.0625092056348778,0.7329685368675524,0.73184,0.7315148537484836,0.73184
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,0,test,9,11.335827350616455,34.49240958832502,0.6469363485608259,0.3098631545934572,0.7192332897337103,0.64436,0.6111605621732219,0.64436
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,0,21.17683720588684,18.463569238342536,0.5922149034107432,0.0751581261351992,0.6929261761776856,0.691,0.6902268056111683,0.691
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,0,12.239502191543579,31.945743697823485,0.5457064864961693,0.1386675235707503,0.7540579164171523,0.74812,0.7466395965151122,0.74812
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,1,21.009745836257935,18.610410761144237,0.5906314634148727,0.11159784113836506,0.6982530535319488,0.69692,0.6964096646462704,0.69692
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,1,12.178551197052002,32.10562518262824,0.6399451216011096,0.06461438382030475,0.6936270530631441,0.67868,0.6723568921999978,0.67868
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,2,20.977845191955566,18.63871128908597,0.513708120493023,0.07352622623700115,0.7493241503495365,0.74932,0.7493189567657705,0.74932
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,2,12.668046712875366,30.865058273159118,0.47866193309921745,0.2100145894629696,0.787326251407254,0.77104,0.767748880494422,0.77104
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,3,20.882426500320435,18.723877706166007,0.4493663491647872,0.06907690302407189,0.7929098278283313,0.79284,0.7928276528595862,0.79284
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,3,12.193068504333496,32.06739959355072,0.4215949016153965,0.13602274172745268,0.810946402651411,0.80912,0.8088392953392765,0.80912
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,4,19.810401916503906,19.73710587235793,0.4189897716197821,0.06784275262772922,0.8109573526947375,0.81092,0.8109143216814458,0.81092
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,4,12.351144790649414,31.656984565188754,0.40554500778998864,0.16718636787522617,0.8275574593352172,0.82364,0.8231111195116947,0.82364
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,5,20.63501524925232,18.948374657206386,0.3678867795202128,0.06431464240053997,0.8413244235645293,0.84132,0.8413194858751343,0.84132
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,5,12.405387163162231,31.518564866808315,0.372634641349773,0.11694602677692116,0.8379214820377441,0.83652,0.8363503214673101,0.83652
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,6,20.89204454421997,18.715257818468263,0.3582919321935195,0.060312482772054414,0.8469282618884,0.84692,0.8469190886174861,0.84692
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,6,12.210592269897461,32.02137876341386,0.37270804481280734,0.12572935162353657,0.8376498796330655,0.83588,0.8356646483818255,0.83588
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,7,19.523043870925903,20.027614678584257,0.35456795784670986,0.06516617240068531,0.8498016320344944,0.8498,0.8497998248065155,0.8498
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,7,12.54117465019226,31.177302836940065,0.37169828911876435,0.12465232301527408,0.8449598028426681,0.84096,0.8404976432451673,0.84096
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,8,20.74181318283081,18.85081099484847,0.3510535378437823,0.06509543631824455,0.8512800359710757,0.85128,0.8512799961927678,0.85128
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,8,12.32717490196228,31.71854079378393,0.3777447030367449,0.1631048015985852,0.84143088697889,0.83428,0.8334077279278352,0.83428
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,train,9,21.187495946884155,18.45428081639353,0.3478075450719775,0.06742843911483792,0.8513629143445568,0.85136,0.8513596917794569,0.85136
IMDB,50000,glove.6B.300d,RNN,64,1,0.5,0,1,test,9,12.490806818008423,31.30302195021397,0.3540530195245353,0.09495689540288435,0.8492575880361587,0.84904,0.8490164842570297,0.84904
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,0,28.629065990447998,13.657448696735548,0.6428619841175616,0.05967445492111095,0.6244882891274245,0.62448,0.6244737488398128,0.62448
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,0,16.355825424194336,23.905855550500906,0.5837969113798702,0.060619993797040035,0.7025649834226962,0.70256,0.7025581706137726,0.70256
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,1,27.520220041275024,14.207735236621486,0.624583106592793,0.0687508020194513,0.6457602286337699,0.64564,0.6455669124947987,0.64564
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,1,17.168915510177612,22.773715658873034,0.6734447509736357,0.019263582625511734,0.5707423133707018,0.57072,0.5706861467136873,0.57072
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,2,29.761199712753296,13.137911232538396,0.6677799886449829,0.043146025201173825,0.5762060091791302,0.5762,0.5761916452116171,0.5762
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,2,16.659156322479248,23.470576326389295,0.6916803022479767,0.0731883123541207,0.5648444056733316,0.52812,0.45028814658655697,0.52812
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,3,30.837287187576294,12.67945515510605,0.6803857918895418,0.016103329394142954,0.5538026441421251,0.5535199999999999,0.5529328499020515,0.55352
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,3,16.368672609329224,23.88709270030558,0.6698739080477858,0.0623451622379757,0.5866748509879316,0.57512,0.5604713206634669,0.57512
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,4,27.165900230407715,14.393044098805179,0.645990510425909,0.041306353384165335,0.6193363406669782,0.6188,0.6183712055501926,0.6188
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,4,18.301121711730957,21.3648106470638,0.5923468116146829,0.08195941682879988,0.6937717420010618,0.691,0.6898910379473411,0.691
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,5,29.68431854248047,13.171937884996414,0.5696004154279714,0.05232470993714831,0.7127127973045959,0.71204,0.7118121199295653,0.71204
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,5,16.41188955307007,23.8241915250312,0.5615993826590535,0.09596430979534976,0.725336625653797,0.7248,0.7246360593242793,0.7248
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,6,27.925854682922363,14.001361979410076,0.5816221795880886,0.07304964113911665,0.7054703590815701,0.70096,0.6993098586904991,0.70096
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,6,15.714759826660156,24.881067500418737,0.5838031329004966,0.07446172339240023,0.7196412693379685,0.7012,0.6947936533475237,0.7012
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,7,26.437410593032837,14.789648124731318,0.5636648126422902,0.067449911684468,0.7157865240614988,0.71556,0.7154853319705223,0.71556
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,7,16.15709686279297,24.199892054890512,0.6403654057656407,0.22931425561512053,0.6889200773251882,0.61304,0.5698470834038635,0.61304
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,8,28.190164804458618,13.870085638454961,0.5519384040552027,0.06633860429883448,0.7384032247780191,0.73728,0.7369701870732746,0.73728
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,8,16.681365489959717,23.439328167429547,0.5189137586471065,0.15960236925892954,0.7694098969055421,0.7654,0.7645237930338792,0.7654
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,train,9,29.220552682876587,13.38099262677972,0.5636471118158697,0.11893159031970695,0.7173392190201299,0.7166,0.7163588183148223,0.7166
IMDB,50000,glove.6B.300d,RNN,64,2,0.0,0,0,test,9,16.85164213180542,23.20248655542211,0.6761499783572029,0.13540336628716654,0.595438775980365,0.57832,0.5585231643523833,0.57832
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,1,0,train,0,31.710598468780518,12.330262400595952,0.629416097917825,0.06070038690719944,0.6403799460811709,0.64036,0.6403472245579719,0.64036
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,1,0,test,0,19.73353409767151,19.813987604285067,0.6116995208556085,0.0849168559293657,0.6717949199935395,0.6698,0.6688386205001329,0.6698
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,1,0,train,1,31.64837098121643,12.354506341955538,0.5906589149361681,0.06511465808124682,0.6887531141542204,0.68864,0.6885933458024441,0.68864
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,1,0,test,1,19.715409517288208,19.832202808525825,0.6023816414501356,0.07909473875403383,0.6788945746443575,0.67604,0.6747424874145022,0.67604
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,1,0,train,2,32.111435413360596,12.176347614697931,0.6013088991574924,0.06338357896795109,0.6695616505809314,0.66956,0.669559195839259,0.66956
IMDB,50000,glove.6B.300d,RNN,64,1,0.0,1,0,test,2,19.48385739326477,20.067894776070464,0.714165627422845,0.3566727308348711,0.6298406148364587,0.5802,0.535835169298733,0.5802
